ID1	ID2	MeSH Tree Number 1	MeSH Tree Number 2
D001260	D013684	C14.907.823.213	C14.907.823
D001260	D030342	C16.320.080	C16.320
D001260	D049914	C18.452.284.060	C18.452.284
D001260	D020754	C10.597.350.090.500.530.060	C10.597.350.090.500.530
D001260	D000081207	C20.673.795.250	C20.673.795
D001260	D000081207	C16.320.798.250	C16.320.798
D001260	D020754	C10.228.140.252.190.530.060	C10.228.140.252.190.530
D001260	D020752	C10.562.100	C10.562
D001261	D008171	C08.381.730	C08.381
D001264	D020820	C23.888.592.350.110	C23.888.592.350
D001264	D020820	C10.597.350.110	C10.597.350
D001265	D014947	C26.115	C26
D001281	D001145	C23.550.073.198	C23.550.073
D001281	D001145	C14.280.067.198	C14.280.067
D001282	D001145	C23.550.073.248	C23.550.073
D001282	D001145	C14.280.067.248	C14.280.067
D001284	D020763	C23.300.070	C23.300
D001304	D001927	C10.228.140.068	C10.228.140
D001304	D012181	C09.218.807.186	C09.218.807
D001308	D001304	C10.228.140.068.094	C10.228.140.068
D001308	D010468	C23.888.592.604.764.200	C23.888.592.604.764
D001308	D010468	C10.597.606.762.200	C10.597.606.762
D001308	D001304	C09.218.807.186.094	C09.218.807.186
D001327	D007154	C20.111	C20
D001329	D011180	C23.550.260.224.617.236	C23.550.260.224.617
D001342	D009422	C10.177	C10
D001353	D007942	C15.378.508.372.216	C15.378.508.372
D001353	D007942	C04.557.337.372.216	C04.557.337.372
D001353	D012192	C01.925.782.815.096	C01.925.782.815
D001353	D001715	C22.131.094	C22.131
D001353	D014412	C01.925.928.120	C01.925.928
D001353	D007942	C04.619.531.216	C04.619.531
D001357	D012192	C01.925.782.815.800	C01.925.782.815
D001357	D012513	C04.557.450.795.830.800	C04.557.450.795.830
D001357	D001715	C22.131.800	C22.131
D001357	D014412	C01.925.928.800	C01.925.928
D001357	D012513	C04.619.857.800	C04.619.857
D001361	D003677	C18.654.521.500.133	C18.654.521.500
D001404	D011529	C01.610.752.625.122	C01.610.752.625
D001404	D011528	C01.610.752.075	C01.610.752
D001404	D011529	C22.674.710.122	C22.674.710
D001404	D011529	C01.610.701.688.122	C01.610.701.688
D001404	D017282	C01.920.930.182	C01.920.930
D001416	D010146	C23.888.592.612.107	C23.888.592.612
D001423	D007239	C01.150	C01
D001424	D001423	C01.150.252	C01.150
D001437	D014552	C01.915.219	C01.915
D001437	D014552	C12.200.777.892.219	C12.200.777.892
D001437	D014552	C12.050.351.968.892.219	C12.050.351.968.892
D001437	D014552	C12.950.892.219	C12.950.892
D001442	D016866	C01.150.252.400.110.109	C01.150.252.400.110
D001446	D010409	C12.100.500.494.136	C12.100.500.494
D001446	D010409	C12.200.294.494.136	C12.200.294.494
D001447	D007411	C06.405.469.452.146	C06.405.469.452
D001447	D016770	C01.610.752.200.146	C01.610.752.200
D001447	D007411	C01.610.432.146	C01.610.432
D001449	D009395	C12.050.351.968.419.570.643.150	C12.050.351.968.419.570.643
D001449	D009395	C12.950.419.570.643.150	C12.950.419.570.643
D001449	D009395	C12.200.777.419.570.643.150	C12.200.777.419.570.643
D001469	D014947	C26.120	C26
D001471	D004935	C06.405.117.102	C06.405.117
D001471	D011230	C04.834.154	C04.834
D001474	D001476	C01.150.252.400.126.100	C01.150.252.400.126
D001476	D016905	C01.150.252.400.126	C01.150.252.400
D001477	D015499	C12.200.777.419.815.279	C12.200.777.419.815
D001477	D015499	C12.050.351.968.419.815.279	C12.050.351.968.419.815
D001477	D015499	C12.950.419.815.279	C12.950.419.815
D001477	D006929	C19.053.800.604.249	C19.053.800.604
D001478	D001848	C05.116.099.105	C05.116.099
D001478	D009386	C16.320.700.175	C16.320.700
D001478	D002280	C04.557.470.565.165.150	C04.557.470.565.165
D001478	D009807	C05.500.470.690.150	C05.500.470.690
D001478	D009386	C04.700.175	C04.700
D001478	D000015	C16.131.077.130	C16.131.077
D001478	D009807	C04.182.089.530.690.150	C04.182.089.530.690
D001478	D009807	C07.320.450.670.130	C07.320.450.670
D001478	D002280	C04.557.470.200.165.150	C04.557.470.200.165
D001480	D001927	C10.228.140.079	C10.228.140
D001506	D000015	C16.131.077.133	C16.131.077
D001506	D025063	C16.131.260.080	C16.131.260
D001506	D000096803	C16.320.447.375	C16.320.447
D001506	D025063	C16.320.180.080	C16.320.180
D001528	D017445	C17.800.862.150	C17.800.862
D001528	D009059	C07.465.075	C07.465
D001528	D014606	C11.941.879.780.880.200	C11.941.879.780.880
D001528	D014657	C14.907.940.100	C14.907.940
D001528	D056660	C16.320.382.250	C16.320.382
D001528	D056660	C17.800.827.368.250	C17.800.827.368
D001602	D013832	C18.654.521.500.133.699.827.223	C18.654.521.500.133.699.827
D001606	D001791	C15.378.140.120	C15.378.140
D001606	D025861	C15.378.100.100.080	C15.378.100.100
D001606	D006474	C15.378.463.080	C15.378.463
D001606	D025861	C16.320.099.080	C16.320.099
D001607	D011009	C24.800.225	C24.800
D001607	D011009	C08.381.483.581.225	C08.381.483.581
D001607	D011009	C08.381.520.702.225	C08.381.520.702
D001630	D005547	C26.392.183	C26.392
D001649	D001660	C06.130.120	C06.130
D001650	D001661	C06.130.320.120	C06.130.320
D001650	D001661	C06.301.120.250	C06.301.120
D001650	D001661	C04.588.274.120.250	C04.588.274.120
D001650	D001649	C06.130.120.120	C06.130.120
D001651	D002779	C06.130.120.135.150	C06.130.120.135
D001655	D001660	C06.130.140	C06.130
D001655	D004383	C06.405.748.240.140	C06.405.748.240
D001656	D004065	C16.131.314.125	C16.131.314
D001656	D001649	C06.130.120.123	C06.130.120
D001656	D004065	C06.198.125	C06.198
D001657	D003137	C06.130.120.250.098	C06.130.120.250
D001658	D016154	C06.267.150	C06.267
D001658	D016154	C23.300.575.185.150	C23.300.575.185
D001660	D004066	C06.130	C06
D001661	D004067	C04.588.274.120	C04.588.274
D001661	D001660	C06.130.320	C06.130
D001661	D004067	C06.301.120	C06.301
D001715	D000820	C22.131	C22
D001716	D000542	C08.674.055.125	C08.674.055
D001716	D000542	C20.543.480.680.075.125	C20.543.480.680.075
D001716	D000542	C08.381.483.125.125	C08.381.483.125
D001716	D009784	C24.125	C24
D001720	D014947	C26.141	C26
D001720	D007232	C16.614.131	C16.614
D001724	D001835	C23.888.144.186	C23.888.144
D001733	D014947	C26.176	C26
D001733	D011041	C25.723.127	C25.723
D001734	D001733	C26.176.071	C26.176
D001742	D016778	C01.610.752.530.650.228	C01.610.752.530.650
D001742	D016778	C01.920.852.750.650.228	C01.920.852.750.650
D001744	D001745	C12.200.777.829.720	C12.200.777.829
D001744	D001745	C12.050.351.968.829.521	C12.050.351.968.829
D001744	D014545	C23.300.175.850.875	C23.300.175.850
D001744	D014545	C12.950.967.500.925	C12.950.967.500
D001744	D014545	C12.050.351.968.967.500.925	C12.050.351.968.967.500
D001744	D014545	C12.200.777.967.500.925	C12.200.777.967.500
D001744	D001745	C12.950.829.521	C12.950.829
D001745	D014570	C12.950.829	C12.950
D001745	D014570	C12.050.351.968.829	C12.050.351.968
D001745	D014570	C12.200.777.829	C12.200.777
D001746	D014564	C12.800.132	C12.800
D001746	D001745	C12.050.351.968.829.132	C12.050.351.968.829
D001746	D001745	C12.950.829.132	C12.950.829
D001746	D014564	C16.131.939.132	C16.131.939
D001746	D001745	C12.200.777.829.132	C12.200.777.829
D001746	D014564	C12.050.351.875.132	C12.050.351.875
D001746	D014564	C12.200.706.132	C12.200.706
D001747	D014548	C23.300.575.825.250	C23.300.575.825
D001747	D014548	C12.800.881.312	C12.800.881
D001747	D001745	C12.050.351.968.829.548	C12.050.351.968.829
D001747	D001745	C12.950.829.548	C12.950.829
D001747	D014548	C12.050.351.875.881.312	C12.050.351.875.881
D001747	D014548	C12.200.706.881.312	C12.200.706.881
D001747	D001745	C12.200.777.829.733	C12.200.777.829
D001748	D001745	C12.050.351.968.829.601	C12.050.351.968.829
D001748	D014524	C12.200.777.767.700.962	C12.200.777.767.700
D001748	D014524	C12.050.351.968.767.700.850	C12.050.351.968.767.700
D001748	D014524	C12.950.767.700.850	C12.950.767.700
D001748	D001745	C12.200.777.829.760	C12.200.777.829
D001748	D001745	C12.950.829.601	C12.950.829
D001749	D014571	C12.900.820.945	C12.900.820
D001749	D014571	C12.200.758.820.968	C12.200.758.820
D001749	D014571	C04.588.945.947.960	C04.588.945.947
D001749	D001745	C12.050.351.968.829.707	C12.050.351.968.829
D001749	D014571	C12.950.983.945	C12.950.983
D001749	D001745	C12.200.777.829.813	C12.200.777.829
D001749	D001745	C12.950.829.707	C12.950.829
D001749	D014571	C12.050.351.937.820.945	C12.050.351.937.820
D001750	D001745	C12.950.829.760	C12.950.829
D001750	D009461	C10.597.900	C10.597
D001750	D009461	C23.888.592.900	C23.888.592
D001750	D001745	C12.050.351.968.829.760	C12.050.351.968.829
D001750	D001745	C12.200.777.829.839	C12.200.777.829
D001752	D002471	C23.550.727.098.500.110	C23.550.727.098.500
D001752	D002471	C04.697.098.500.110	C04.697.098.500
D001752	D015464	C04.557.337.539.250.100	C04.557.337.539.250
D001752	D015464	C15.378.508.539.250.100	C15.378.508.539.250
D001752	D015464	C15.378.190.636.370.100	C15.378.190.636.370
D001752	D015464	C23.550.291.500.485.100	C23.550.291.500.485
D001753	D001469	C26.120.126	C26.120
D001759	D003881	C17.800.838.208.055	C17.800.838.208
D001759	D008172	C01.748.435.395	C01.748.435
D001759	D008172	C01.150.703.534.350	C01.150.703.534
D001759	D003881	C01.800.200.055	C01.800.200
D001759	D008172	C08.730.435.395	C08.730.435
D001759	D003881	C01.150.703.302.055	C01.150.703.302
D001759	D008172	C08.381.472.350	C08.381.472
D001762	D005141	C11.338.133	C11.338
D001763	D005141	C11.338.204	C11.338
D001764	D005141	C11.338.250	C11.338
D001765	D008286	C06.405.469.637.145	C06.405.469.637
D001765	D008286	C18.452.603.145	C18.452.603
D001766	D014786	C10.597.751.941.162	C10.597.751.941
D001766	D014786	C23.888.592.763.941.162	C23.888.592.763.941
D001766	D014786	C11.966.075	C11.966
D001768	D012872	C17.800.865.187	C17.800.865
D001768	D020763	C23.300.122	C23.300
D001778	D006402	C15.378.100	C15.378
D001791	D006402	C15.378.140	C15.378
D001796	D006402	C15.378.147	C15.378
D001816	D000015	C16.131.077.137	C16.131.077
D001816	D049914	C18.452.284.100	C18.452.284
D001816	D000081207	C16.320.798.313	C16.320.798
D001816	D000081207	C20.673.795.313	C20.673.795
D001819	D001102	C01.920.313.125	C01.920.313
D001819	D001102	C01.925.081.125	C01.925.081
D001819	D012088	C01.925.782.791.315	C01.925.782.791
D001819	D012757	C22.836.120	C22.836
D001832	D012816	C23.888.119	C23.888
D001835	D012816	C23.888.144	C23.888
D001836	D001835	C23.888.144.243	C23.888.144
D001845	D003560	C04.182.089	C04.182
D001845	D001847	C05.116.070	C05.116
D001847	D009140	C05.116	C05
D001848	D001847	C05.116.099	C05.116
D001849	D004700	C19.149	C19
D001849	D001847	C05.116.132	C05.116
D001850	D007239	C01.160	C01
D001850	D001847	C05.116.165	C05.116
D001851	D008659	C18.452.104	C18.452
D001851	D001847	C05.116.198	C05.116
D001855	D006402	C15.378.190	C15.378
D001859	D001847	C05.116.231	C05.116
D001859	D009371	C04.588.149	C04.588
D001862	D001847	C05.116.264	C05.116
D001882	D012757	C22.836.160	C22.836
D001882	D018182	C01.925.782.350.675.100	C01.925.782.350.675
D001885	D016905	C01.150.252.400.143	C01.150.252.400
D001890	D018701	C01.925.782.580.124	C01.925.782.580
D001890	D000820	C22.152	C22
D001899	D013145	C01.150.252.400.794.352	C01.150.252.400.794
D001906	D003015	C01.150.252.410.222.151	C01.150.252.410.222
D001906	D005517	C25.723.415.151	C25.723.415
D001906	D020258	C10.720.150	C10.720
D001906	D020511	C10.668.758.200	C10.668.758
D001907	D000073605	C01.150.252.400.789.725.400.250	C01.150.252.400.789.725.400
D001907	D000073605	C01.920.930.887.250	C01.920.930.887
D001912	D002418	C22.196.106	C22.196
D001912	D018182	C01.925.782.350.675.106	C01.925.782.350.675
D001913	D002294	C04.557.470.200.400.130	C04.557.470.200.400
D001913	D002294	C04.557.470.700.400.130	C04.557.470.700.400
D001919	D001145	C14.280.067.319	C14.280.067
D001919	D001145	C23.550.073.300	C23.550.073
D001922	D001927	C10.228.140.116	C10.228.140
D001922	D002494	C10.228.228.090	C10.228.228
D001922	D000038	C01.830.025.160	C01.830.025
D001922	D002494	C01.207.090	C01.207
D001924	D000070642	C26.915.300.200.194.250	C26.915.300.200.194
D001924	D016489	C26.974.382.200	C26.974.382
D001924	D000070642	C10.900.300.087.235.250	C10.900.300.087.235
D001924	D000070642	C10.228.140.199.444.250	C10.228.140.199.444
D001924	D016489	C26.915.300.450.500	C26.915.300.450
D001924	D016489	C10.900.300.350.300	C10.900.300.350
D001925	D002908	C23.550.291.500.063	C23.550.291.500
D001925	D001927	C10.228.140.140	C10.228.140
D001926	D003128	C10.597.606.358.800.200.100	C10.597.606.358.800.200
D001926	D001927	C10.228.140.151	C10.228.140
D001926	D003643	C23.550.260.159	C23.550.260
D001927	D002493	C10.228.140	C10.228
D001928	D001927	C10.228.140.163	C10.228.140
D001928	D008659	C18.452.132	C18.452
D001929	D001927	C10.228.140.187	C10.228.140
D001930	D006259	C10.900.300.087	C10.900.300
D001930	D001927	C10.228.140.199	C10.228.140
D001930	D006259	C26.915.300.200	C26.915.300
D001932	D016543	C04.588.614.250.195	C04.588.614.250
D001932	D016543	C10.551.240.250	C10.551.240
D001932	D001927	C10.228.140.211	C10.228.140
D001935	D003560	C04.182.117	C04.182
D001941	D012871	C17.800.090	C17.800
D001943	D009371	C04.588.180	C04.588
D001943	D001941	C17.800.090.500	C17.800.090
D001946	D007744	C12.050.703.420.183	C12.050.703.420
D001948	D010051	C12.050.351.500.056.630.705.265	C12.050.351.500.056.630.705
D001948	D010051	C12.050.351.937.418.685.265	C12.050.351.937.418.685
D001948	D010051	C12.100.250.056.630.705.265	C12.100.250.056.630.705
D001948	D018225	C04.557.450.565.590.595.150	C04.557.450.565.590.595
D001948	D010051	C12.900.418.685.265	C12.900.418.685
D001948	D010051	C19.391.630.705.265	C19.391.630.705
D001948	D018225	C04.557.470.625.150	C04.557.470.625
D001982	D012140	C08.127	C08
D001983	D001982	C08.127.196	C08.127
D001983	D016156	C08.702.196	C08.702
D001983	D016156	C23.300.575.687.225	C23.300.575.687
D001984	D008175	C08.785.520.100	C08.785.520
D001984	D008175	C04.588.894.797.520.109	C04.588.894.797.520
D001984	D001982	C08.127.265	C08.127
D001986	D001982	C08.127.321	C08.127
D001987	D001982	C08.127.384	C08.127
D001988	D001991	C01.748.099.135	C01.748.099
D001988	D001991	C08.127.446.135	C08.127.446
D001988	D001991	C08.730.099.135	C08.730.099
D001988	D001991	C08.381.495.146.135	C08.381.495.146
D001989	D001988	C08.127.446.135.140	C08.127.446.135
D001989	D001988	C08.381.495.146.135.140	C08.381.495.146.135
D001990	D001988	C08.730.099.135.321	C08.730.099.135
D001990	D001988	C01.748.099.135.321	C01.748.099.135
D001990	D001988	C08.127.446.135.321	C08.127.446.135
D001990	D014777	C01.925.109	C01.925
D001990	D001988	C08.381.495.146.135.321	C08.381.495.146.135
D001991	D012141	C01.748.099	C01.748
D001991	D001982	C08.127.446	C08.127
D001991	D012141	C08.730.099	C08.730
D001991	D008173	C08.381.495.146	C08.381.495
D001994	D015619	C16.131.740.195	C16.131.740
D001994	D015619	C08.695.195	C08.695
D001994	D003560	C04.182.195	C04.182
D001994	D001982	C08.127.480	C08.127
D001996	D011014	C08.381.677.127	C08.381.677
D001996	D001982	C08.127.509	C08.127
D001996	D011014	C01.748.610.127	C01.748.610
D001996	D011014	C08.730.610.127	C08.730.610
D001997	D007235	C16.614.521.125	C16.614.521
D001997	D055397	C08.381.520.750.500	C08.381.520.750
D001998	D015619	C08.695.214	C08.695
D001998	D015619	C16.131.740.214	C16.131.740
D002006	D016905	C01.150.252.400.167	C01.150.252.400
D002007	D002006	C01.150.252.400.167.322	C01.150.252.400.167
D002007	D002418	C22.196.148	C22.196
D002007	D000034	C22.021.322	C22.021
D002012	D014076	C07.793.099	C07.793
D002032	D006963	C23.888.821.645.500	C23.888.821.645
D002037	D006327	C14.280.123.500.323	C14.280.123.500
D002037	D006327	C23.550.073.425.100	C23.550.073.425
D002037	D006327	C14.280.067.558.323	C14.280.067.558
D002044	D012327	C01.925.782.147	C01.925.782
D002051	D020031	C01.925.256.466.313.165	C01.925.256.466.313
D002051	D020031	C01.925.928.313.165	C01.925.928.313
D002051	D016393	C20.683.515.761.480.150.165	C20.683.515.761.480.150
D002051	D016393	C04.557.386.480.150.165	C04.557.386.480.150
D002051	D016393	C15.604.515.569.480.150.165	C15.604.515.569.480.150
D002054	D009059	C07.465.114	C07.465
D002055	D000073397	C24.580.500	C24.580
D002056	D014947	C26.200	C26
D002057	D002056	C26.200.156	C26.200
D002058	D004556	C26.324.323	C26.324
D002058	D002056	C26.200.239	C26.200
D002059	D002056	C26.200.322	C26.200
D002062	D007592	C05.550.251	C05.550
D002095	D011009	C08.381.483.581.275	C08.381.483.581
D002095	D011009	C08.381.520.702.275	C08.381.520.702
D002095	D011009	C24.800.323	C24.800
D002100	D013851	C23.888.144.828.250	C23.888.144.828
D002100	D015431	C23.888.144.243.963.250	C23.888.144.243.963
D002102	D003643	C23.550.260.224	C23.550.260
D002105	D000075322	C25.723.522.625	C25.723.522
D002114	D002128	C18.452.174.130	C18.452.174
D002115	D002114	C18.452.174.130.186	C18.452.174.130
D002128	D008659	C18.452.174	C18.452
D002137	D020763	C23.300.175	C23.300
D002145	D007642	C17.800.428.200	C17.800.428
D002169	D016905	C01.150.252.400.177	C01.150.252.400
D002177	D009181	C01.150.703.160	C01.150.703
D002178	D003881	C17.800.838.208.165	C17.800.838.208
D002178	D002908	C23.550.291.500.250	C23.550.291.500
D002178	D003881	C01.150.703.302.100	C01.150.703.302
D002178	D003881	C01.800.200.100	C01.800.200
D002178	D002177	C01.150.703.160.088	C01.150.703.160
D002179	D002177	C01.150.703.160.132	C01.150.703.160
D002179	D003881	C01.150.703.302.105	C01.150.703.302
D002179	D003881	C17.800.838.208.170	C17.800.838.208
D002179	D003881	C01.800.200.105	C01.800.200
D002180	D009059	C07.465.130	C07.465
D002180	D002177	C01.150.703.160.180	C01.150.703.160
D002181	D014848	C12.100.250.944.902.737.500	C12.100.250.944.902.737
D002181	D002177	C01.150.703.160.190	C01.150.703.160
D002181	D014848	C12.050.351.500.944.902.737.500	C12.050.351.500.944.902.737
D002181	D014848	C12.050.351.500.894.906.820.500	C12.050.351.500.894.906.820
D002181	D014848	C12.100.250.894.906.820.500	C12.100.250.894.906.820
D002189	D019966	C25.775.635	C25.775
D002205	D001172	C05.550.114.154.219	C05.550.114.154
D002205	D011009	C24.800.340	C24.800
D002205	D011009	C08.381.483.581.300	C08.381.483.581
D002205	D001172	C17.300.775.099.219	C17.300.775.099
D002205	D001172	C05.799.114.219	C05.799.114
D002205	D011009	C08.381.520.702.300	C08.381.520.702
D002239	D008661	C18.452.648.202	C18.452.648
D002239	D008661	C16.320.565.202	C16.320.565
D002249	D005739	C25.723.455.245	C25.723.455
D002252	D011041	C25.723.177	C25.723
D002270	D005667	C01.150.252.410.868.951.270.200	C01.150.252.410.868.951.270
D002270	D005667	C01.800.720.770.270.200	C01.800.720.770.270
D002270	D005667	C17.800.838.765.770.270.200	C17.800.838.765.770.270
D002270	D005667	C01.150.252.819.770.270.200	C01.150.252.819.770.270
D002275	D008303	C04.557.580.625.650.200.500.205	C04.557.580.625.650.200.500
D002275	D008303	C04.557.465.625.650.200.500.205	C04.557.465.625.650.200.500
D002275	D006331	C14.280.104	C14.280
D002275	D008303	C04.557.470.200.025.200.500.205	C04.557.470.200.025.200.500
D002276	D018358	C04.557.580.625.650.200	C04.557.580.625.650
D002276	D018358	C04.557.465.625.650.200	C04.557.465.625.650
D002276	D000230	C04.557.470.200.025.200	C04.557.470.200.025
D002277	D009375	C04.557.470.200	C04.557.470
D002278	D002277	C04.557.470.200.240	C04.557.470.200
D002279	D002296	C04.557.450.795.290.210	C04.557.450.795.290
D002279	D009374	C04.619.045	C04.619
D002279	D002296	C04.557.435.290.210	C04.557.435.290
D002280	D002277	C04.557.470.200.165	C04.557.470.200
D002280	D018295	C04.557.470.565.165	C04.557.470.565
D002281	D002277	C04.557.470.200.170	C04.557.470.200
D002281	D018295	C04.557.470.565.170	C04.557.470.565
D002282	D000077192	C04.588.894.797.520.055.500	C04.588.894.797.520.055
D002282	D000077192	C04.557.470.200.025.022.500	C04.557.470.200.025.022
D002283	D008175	C08.381.540.140	C08.381.540
D002283	D001984	C08.785.520.100.220	C08.785.520.100
